2024-04-23-19-09-27
CompletionUsage(completion_tokens=82, prompt_tokens=372, total_tokens=454)
CompletionUsage(completion_tokens=5, prompt_tokens=566, total_tokens=571)
CompletionUsage(completion_tokens=75, prompt_tokens=493, total_tokens=568)
CompletionUsage(completion_tokens=85, prompt_tokens=484, total_tokens=569)
CompletionUsage(completion_tokens=107, prompt_tokens=487, total_tokens=594)
CompletionUsage(completion_tokens=99, prompt_tokens=505, total_tokens=604)
CompletionUsage(completion_tokens=130, prompt_tokens=533, total_tokens=663)
CompletionUsage(completion_tokens=113, prompt_tokens=565, total_tokens=678)
CompletionUsage(completion_tokens=134, prompt_tokens=556, total_tokens=690)
CompletionUsage(completion_tokens=155, prompt_tokens=691, total_tokens=846)
CompletionUsage(completion_tokens=188, prompt_tokens=674, total_tokens=862)
CompletionUsage(completion_tokens=160, prompt_tokens=672, total_tokens=832)
CompletionUsage(completion_tokens=139, prompt_tokens=1545, total_tokens=1684)
CompletionUsage(completion_tokens=106, prompt_tokens=484, total_tokens=590)
CompletionUsage(completion_tokens=83, prompt_tokens=475, total_tokens=558)
CompletionUsage(completion_tokens=74, prompt_tokens=478, total_tokens=552)
CompletionUsage(completion_tokens=89, prompt_tokens=496, total_tokens=585)
CompletionUsage(completion_tokens=76, prompt_tokens=524, total_tokens=600)
CompletionUsage(completion_tokens=97, prompt_tokens=556, total_tokens=653)
CompletionUsage(completion_tokens=90, prompt_tokens=547, total_tokens=637)
CompletionUsage(completion_tokens=81, prompt_tokens=682, total_tokens=763)
CompletionUsage(completion_tokens=5, prompt_tokens=665, total_tokens=670)
CompletionUsage(completion_tokens=5, prompt_tokens=663, total_tokens=668)
CompletionUsage(completion_tokens=80, prompt_tokens=1536, total_tokens=1616)
CompletionUsage(completion_tokens=5, prompt_tokens=485, total_tokens=490)
CompletionUsage(completion_tokens=147, prompt_tokens=476, total_tokens=623)
CompletionUsage(completion_tokens=88, prompt_tokens=479, total_tokens=567)
CompletionUsage(completion_tokens=138, prompt_tokens=497, total_tokens=635)
CompletionUsage(completion_tokens=139, prompt_tokens=525, total_tokens=664)
CompletionUsage(completion_tokens=186, prompt_tokens=557, total_tokens=743)
CompletionUsage(completion_tokens=97, prompt_tokens=548, total_tokens=645)
CompletionUsage(completion_tokens=100, prompt_tokens=683, total_tokens=783)
CompletionUsage(completion_tokens=86, prompt_tokens=666, total_tokens=752)
CompletionUsage(completion_tokens=5, prompt_tokens=664, total_tokens=669)
CompletionUsage(completion_tokens=5, prompt_tokens=1537, total_tokens=1542)
CompletionUsage(completion_tokens=214, prompt_tokens=434, total_tokens=648)
CompletionUsage(completion_tokens=84, prompt_tokens=429, total_tokens=513)
CompletionUsage(completion_tokens=173, prompt_tokens=428, total_tokens=601)
CompletionUsage(completion_tokens=164, prompt_tokens=470, total_tokens=634)
CompletionUsage(completion_tokens=124, prompt_tokens=494, total_tokens=618)
CompletionUsage(completion_tokens=105, prompt_tokens=528, total_tokens=633)
CompletionUsage(completion_tokens=119, prompt_tokens=541, total_tokens=660)
CompletionUsage(completion_tokens=126, prompt_tokens=351, total_tokens=477)
CompletionUsage(completion_tokens=110, prompt_tokens=1274, total_tokens=1384)
CompletionUsage(completion_tokens=62, prompt_tokens=425, total_tokens=487)
CompletionUsage(completion_tokens=101, prompt_tokens=420, total_tokens=521)
CompletionUsage(completion_tokens=70, prompt_tokens=419, total_tokens=489)
CompletionUsage(completion_tokens=86, prompt_tokens=461, total_tokens=547)
CompletionUsage(completion_tokens=57, prompt_tokens=485, total_tokens=542)
CompletionUsage(completion_tokens=64, prompt_tokens=519, total_tokens=583)
CompletionUsage(completion_tokens=95, prompt_tokens=532, total_tokens=627)
CompletionUsage(completion_tokens=72, prompt_tokens=342, total_tokens=414)
CompletionUsage(completion_tokens=5, prompt_tokens=1265, total_tokens=1270)
CompletionUsage(completion_tokens=203, prompt_tokens=426, total_tokens=629)
CompletionUsage(completion_tokens=103, prompt_tokens=421, total_tokens=524)
CompletionUsage(completion_tokens=179, prompt_tokens=420, total_tokens=599)
CompletionUsage(completion_tokens=148, prompt_tokens=462, total_tokens=610)
CompletionUsage(completion_tokens=136, prompt_tokens=486, total_tokens=622)
CompletionUsage(completion_tokens=110, prompt_tokens=520, total_tokens=630)
CompletionUsage(completion_tokens=151, prompt_tokens=533, total_tokens=684)
CompletionUsage(completion_tokens=331, prompt_tokens=343, total_tokens=674)
CompletionUsage(completion_tokens=5, prompt_tokens=1266, total_tokens=1271)
CompletionUsage(completion_tokens=79, prompt_tokens=422, total_tokens=501)
CompletionUsage(completion_tokens=88, prompt_tokens=448, total_tokens=536)
CompletionUsage(completion_tokens=114, prompt_tokens=475, total_tokens=589)
CompletionUsage(completion_tokens=136, prompt_tokens=453, total_tokens=589)
CompletionUsage(completion_tokens=296, prompt_tokens=392, total_tokens=688)
CompletionUsage(completion_tokens=165, prompt_tokens=654, total_tokens=819)
CompletionUsage(completion_tokens=61, prompt_tokens=413, total_tokens=474)
CompletionUsage(completion_tokens=78, prompt_tokens=439, total_tokens=517)
CompletionUsage(completion_tokens=55, prompt_tokens=466, total_tokens=521)
CompletionUsage(completion_tokens=79, prompt_tokens=444, total_tokens=523)
CompletionUsage(completion_tokens=77, prompt_tokens=383, total_tokens=460)
CompletionUsage(completion_tokens=94, prompt_tokens=645, total_tokens=739)
CompletionUsage(completion_tokens=73, prompt_tokens=414, total_tokens=487)
CompletionUsage(completion_tokens=86, prompt_tokens=440, total_tokens=526)
CompletionUsage(completion_tokens=5, prompt_tokens=467, total_tokens=472)
CompletionUsage(completion_tokens=54, prompt_tokens=445, total_tokens=499)
CompletionUsage(completion_tokens=334, prompt_tokens=384, total_tokens=718)
CompletionUsage(completion_tokens=5, prompt_tokens=646, total_tokens=651)
CompletionUsage(completion_tokens=111, prompt_tokens=358, total_tokens=469)
CompletionUsage(completion_tokens=97, prompt_tokens=350, total_tokens=447)
CompletionUsage(completion_tokens=66, prompt_tokens=353, total_tokens=419)
CompletionUsage(completion_tokens=80, prompt_tokens=361, total_tokens=441)
CompletionUsage(completion_tokens=97, prompt_tokens=350, total_tokens=447)
CompletionUsage(completion_tokens=118, prompt_tokens=352, total_tokens=470)
CompletionUsage(completion_tokens=86, prompt_tokens=354, total_tokens=440)
CompletionUsage(completion_tokens=98, prompt_tokens=358, total_tokens=456)
CompletionUsage(completion_tokens=72, prompt_tokens=359, total_tokens=431)
CompletionUsage(completion_tokens=93, prompt_tokens=349, total_tokens=442)
CompletionUsage(completion_tokens=110, prompt_tokens=862, total_tokens=972)
CompletionUsage(completion_tokens=62, prompt_tokens=349, total_tokens=411)
CompletionUsage(completion_tokens=58, prompt_tokens=341, total_tokens=399)
CompletionUsage(completion_tokens=78, prompt_tokens=344, total_tokens=422)
CompletionUsage(completion_tokens=59, prompt_tokens=352, total_tokens=411)
CompletionUsage(completion_tokens=58, prompt_tokens=341, total_tokens=399)
CompletionUsage(completion_tokens=64, prompt_tokens=343, total_tokens=407)
CompletionUsage(completion_tokens=74, prompt_tokens=345, total_tokens=419)
CompletionUsage(completion_tokens=59, prompt_tokens=349, total_tokens=408)
CompletionUsage(completion_tokens=79, prompt_tokens=350, total_tokens=429)
CompletionUsage(completion_tokens=79, prompt_tokens=340, total_tokens=419)
CompletionUsage(completion_tokens=77, prompt_tokens=853, total_tokens=930)
CompletionUsage(completion_tokens=77, prompt_tokens=350, total_tokens=427)
CompletionUsage(completion_tokens=95, prompt_tokens=342, total_tokens=437)
CompletionUsage(completion_tokens=77, prompt_tokens=345, total_tokens=422)
CompletionUsage(completion_tokens=104, prompt_tokens=353, total_tokens=457)
CompletionUsage(completion_tokens=95, prompt_tokens=342, total_tokens=437)
CompletionUsage(completion_tokens=95, prompt_tokens=344, total_tokens=439)
CompletionUsage(completion_tokens=78, prompt_tokens=346, total_tokens=424)
CompletionUsage(completion_tokens=82, prompt_tokens=350, total_tokens=432)
CompletionUsage(completion_tokens=102, prompt_tokens=351, total_tokens=453)
CompletionUsage(completion_tokens=91, prompt_tokens=341, total_tokens=432)
CompletionUsage(completion_tokens=81, prompt_tokens=854, total_tokens=935)
CompletionUsage(completion_tokens=74, prompt_tokens=475, total_tokens=549)
CompletionUsage(completion_tokens=114, prompt_tokens=481, total_tokens=595)
CompletionUsage(completion_tokens=103, prompt_tokens=521, total_tokens=624)
CompletionUsage(completion_tokens=185, prompt_tokens=519, total_tokens=704)
CompletionUsage(completion_tokens=185, prompt_tokens=519, total_tokens=704)
CompletionUsage(completion_tokens=180, prompt_tokens=517, total_tokens=697)
CompletionUsage(completion_tokens=219, prompt_tokens=449, total_tokens=668)
CompletionUsage(completion_tokens=111, prompt_tokens=834, total_tokens=945)
CompletionUsage(completion_tokens=73, prompt_tokens=466, total_tokens=539)
CompletionUsage(completion_tokens=64, prompt_tokens=472, total_tokens=536)
CompletionUsage(completion_tokens=73, prompt_tokens=512, total_tokens=585)
CompletionUsage(completion_tokens=92, prompt_tokens=510, total_tokens=602)
CompletionUsage(completion_tokens=92, prompt_tokens=510, total_tokens=602)
CompletionUsage(completion_tokens=90, prompt_tokens=508, total_tokens=598)
CompletionUsage(completion_tokens=78, prompt_tokens=440, total_tokens=518)
CompletionUsage(completion_tokens=85, prompt_tokens=825, total_tokens=910)
CompletionUsage(completion_tokens=98, prompt_tokens=467, total_tokens=565)
CompletionUsage(completion_tokens=97, prompt_tokens=473, total_tokens=570)
CompletionUsage(completion_tokens=101, prompt_tokens=513, total_tokens=614)
CompletionUsage(completion_tokens=102, prompt_tokens=511, total_tokens=613)
CompletionUsage(completion_tokens=102, prompt_tokens=511, total_tokens=613)
CompletionUsage(completion_tokens=103, prompt_tokens=509, total_tokens=612)
CompletionUsage(completion_tokens=278, prompt_tokens=441, total_tokens=719)
CompletionUsage(completion_tokens=5, prompt_tokens=826, total_tokens=831)
CompletionUsage(completion_tokens=108, prompt_tokens=578, total_tokens=686)
CompletionUsage(completion_tokens=109, prompt_tokens=540, total_tokens=649)
CompletionUsage(completion_tokens=89, prompt_tokens=540, total_tokens=629)
CompletionUsage(completion_tokens=98, prompt_tokens=540, total_tokens=638)
CompletionUsage(completion_tokens=165, prompt_tokens=552, total_tokens=717)
CompletionUsage(completion_tokens=214, prompt_tokens=481, total_tokens=695)
CompletionUsage(completion_tokens=114, prompt_tokens=866, total_tokens=980)
CompletionUsage(completion_tokens=63, prompt_tokens=569, total_tokens=632)
CompletionUsage(completion_tokens=82, prompt_tokens=531, total_tokens=613)
CompletionUsage(completion_tokens=83, prompt_tokens=531, total_tokens=614)
CompletionUsage(completion_tokens=50, prompt_tokens=531, total_tokens=581)
CompletionUsage(completion_tokens=91, prompt_tokens=543, total_tokens=634)
CompletionUsage(completion_tokens=74, prompt_tokens=472, total_tokens=546)
CompletionUsage(completion_tokens=80, prompt_tokens=857, total_tokens=937)
CompletionUsage(completion_tokens=102, prompt_tokens=570, total_tokens=672)
CompletionUsage(completion_tokens=93, prompt_tokens=532, total_tokens=625)
CompletionUsage(completion_tokens=79, prompt_tokens=532, total_tokens=611)
CompletionUsage(completion_tokens=5, prompt_tokens=532, total_tokens=537)
CompletionUsage(completion_tokens=85, prompt_tokens=544, total_tokens=629)
CompletionUsage(completion_tokens=352, prompt_tokens=473, total_tokens=825)
CompletionUsage(completion_tokens=5, prompt_tokens=858, total_tokens=863)
CompletionUsage(completion_tokens=77, prompt_tokens=451, total_tokens=528)
CompletionUsage(completion_tokens=92, prompt_tokens=458, total_tokens=550)
CompletionUsage(completion_tokens=140, prompt_tokens=443, total_tokens=583)
CompletionUsage(completion_tokens=128, prompt_tokens=410, total_tokens=538)
CompletionUsage(completion_tokens=274, prompt_tokens=401, total_tokens=675)
CompletionUsage(completion_tokens=195, prompt_tokens=591, total_tokens=786)
CompletionUsage(completion_tokens=96, prompt_tokens=442, total_tokens=538)
CompletionUsage(completion_tokens=72, prompt_tokens=449, total_tokens=521)
CompletionUsage(completion_tokens=76, prompt_tokens=434, total_tokens=510)
CompletionUsage(completion_tokens=90, prompt_tokens=401, total_tokens=491)
CompletionUsage(completion_tokens=362, prompt_tokens=392, total_tokens=754)
CompletionUsage(completion_tokens=109, prompt_tokens=582, total_tokens=691)
CompletionUsage(completion_tokens=119, prompt_tokens=443, total_tokens=562)
CompletionUsage(completion_tokens=90, prompt_tokens=450, total_tokens=540)
CompletionUsage(completion_tokens=110, prompt_tokens=435, total_tokens=545)
CompletionUsage(completion_tokens=62, prompt_tokens=402, total_tokens=464)
CompletionUsage(completion_tokens=241, prompt_tokens=393, total_tokens=634)
CompletionUsage(completion_tokens=5, prompt_tokens=583, total_tokens=588)
CompletionUsage(completion_tokens=84, prompt_tokens=495, total_tokens=579)
CompletionUsage(completion_tokens=130, prompt_tokens=404, total_tokens=534)
CompletionUsage(completion_tokens=83, prompt_tokens=402, total_tokens=485)
CompletionUsage(completion_tokens=115, prompt_tokens=404, total_tokens=519)
CompletionUsage(completion_tokens=96, prompt_tokens=414, total_tokens=510)
CompletionUsage(completion_tokens=73, prompt_tokens=439, total_tokens=512)
CompletionUsage(completion_tokens=85, prompt_tokens=396, total_tokens=481)
CompletionUsage(completion_tokens=101, prompt_tokens=457, total_tokens=558)
CompletionUsage(completion_tokens=307, prompt_tokens=351, total_tokens=658)
CompletionUsage(completion_tokens=107, prompt_tokens=1018, total_tokens=1125)
CompletionUsage(completion_tokens=74, prompt_tokens=486, total_tokens=560)
CompletionUsage(completion_tokens=80, prompt_tokens=395, total_tokens=475)
CompletionUsage(completion_tokens=63, prompt_tokens=393, total_tokens=456)
CompletionUsage(completion_tokens=72, prompt_tokens=395, total_tokens=467)
CompletionUsage(completion_tokens=65, prompt_tokens=405, total_tokens=470)
CompletionUsage(completion_tokens=67, prompt_tokens=430, total_tokens=497)
CompletionUsage(completion_tokens=76, prompt_tokens=387, total_tokens=463)
CompletionUsage(completion_tokens=79, prompt_tokens=448, total_tokens=527)
CompletionUsage(completion_tokens=235, prompt_tokens=342, total_tokens=577)
CompletionUsage(completion_tokens=96, prompt_tokens=1009, total_tokens=1105)
CompletionUsage(completion_tokens=108, prompt_tokens=487, total_tokens=595)
CompletionUsage(completion_tokens=108, prompt_tokens=396, total_tokens=504)
CompletionUsage(completion_tokens=88, prompt_tokens=394, total_tokens=482)
CompletionUsage(completion_tokens=85, prompt_tokens=396, total_tokens=481)
CompletionUsage(completion_tokens=102, prompt_tokens=406, total_tokens=508)
CompletionUsage(completion_tokens=115, prompt_tokens=431, total_tokens=546)
CompletionUsage(completion_tokens=99, prompt_tokens=388, total_tokens=487)
CompletionUsage(completion_tokens=137, prompt_tokens=449, total_tokens=586)
CompletionUsage(completion_tokens=273, prompt_tokens=343, total_tokens=616)
CompletionUsage(completion_tokens=5, prompt_tokens=1010, total_tokens=1015)
CompletionUsage(completion_tokens=70, prompt_tokens=503, total_tokens=573)
CompletionUsage(completion_tokens=102, prompt_tokens=488, total_tokens=590)
CompletionUsage(completion_tokens=112, prompt_tokens=549, total_tokens=661)
CompletionUsage(completion_tokens=177, prompt_tokens=536, total_tokens=713)
CompletionUsage(completion_tokens=72, prompt_tokens=538, total_tokens=610)
CompletionUsage(completion_tokens=145, prompt_tokens=539, total_tokens=684)
